sample	y	x1	x2
train1	0.0212450799482534	-0.119459298509449	1.18903141704626
train2	5.03593800372399	1.89791121799552	-0.359286429894758
train3	2.05069033429071	0.359275241249458	-0.358222710216588
train4	4.56138167958543	1.69564348136096	0.433136977082325
train5	5.20545725509223	1.55656928052833	-1.66976332091577
train6	-2.32616820722247	-1.30325051881769	0.442979836089135
train7	4.49024669042815	1.58708440247265	-0.429109228743795
train8	0.433897220341438	-1.4464188504003	-2.7139285462767
train9	-0.297491498603501	-0.906597508272885	0.192472496435202
train10	-1.534272668762	-1.14176391470344	0.0785803612804348
train11	5.48733197774535	2.00095007940549	-0.636223313887913
train12	0.799429729423814	0.0881450214112627	0.628732193658172
train13	-2.75711143554596	-1.37761686001432	1.33266631951034
train14	2.02623456802816	-0.0115611418433829	-1.55096880850548
train15	2.46072886484492	0.48860493531165	-0.648756534689891
train16	1.09619812831587	0.193668719126171	0.516193359558974
train17	1.46630055944153	0.626510213714657	0.720946111775063
train18	5.92397489010187	1.78595971067494	-2.12036916781552
train19	4.30774008791904	1.22676204295024	-0.668806714694496
train20	2.64638200254561	0.277295979774016	-1.03978765667121
train21	0.0951262093268341	-0.504825716230051	-0.522613973034896
train22	0.0874416067079673	-0.513716328026555	-0.42977571396105
train23	-0.885215261613906	-0.139496456629816	1.80253204906462
train24	1.36194963836324	0.353705584272842	1.36692674281721
train25	2.11104257436632	0.516105832434191	0.814908671197464
train26	2.01643543540687	0.164840291881583	-0.651307367256366
train27	1.24290545102796	-0.324916917312511	-0.837734911589402
train28	-0.202064028346247	-0.650287692439649	-0.144815189578512
train29	0.224707319280248	-0.247697871874016	0.421422425959731
train30	-2.09859102437191	-1.61559125954593	-0.322370664494769
train31	0.49036261586322	-0.45684692283166	-0.164588431607819
train32	1.8377500660906	0.848705401274331	0.618431827715306
train33	4.51957764026397	1.837882596803	0.815671568598862
train34	-0.690899460044537	-0.150640479000014	1.67024038741719
train35	1.91862162378856	0.331483731546628	-0.723884507912648
train36	3.55194156829449	1.25676033314979	-0.34367965148446
train37	2.89818077195489	0.807722783961754	-0.327834022454367
train38	0.2014386720275	-0.109217102307911	0.912327811366573
train39	0.546147408233291	0.125785644656525	0.604763453737029
train40	2.32129899298435	-0.0759768858885464	-1.58238756526576
train41	1.68913916142337	0.156525108718991	-0.0397197481835372
train42	4.28115561851545	1.62949493635659	-0.563241386966891
train43	0.987960860290169	0.267500525236612	0.608058371151955
train44	4.78791983077774	1.36849369760575	-1.43038492316811
train45	1.07849464699318	-0.0818317374732699	0.00417176094298489
train46	2.402991363997	0.407753903947185	0.0267778265867842
train47	-1.40866844925948	-0.116543045497211	3.15383493995942
train48	-1.26468434313736	-0.964607144187942	0.351843419003052
train49	-4.31719437063651	-2.34127923236005	0.906904705029313
train50	1.03712267898251	0.666302403657462	1.94208865051495
train51	-0.744663183288631	-0.83690363046054	-0.166792059538684
train52	0.0509087756165835	-0.178229753068416	1.05524341010507
train53	2.8787215799576	1.26685525376626	1.25931607206462
train54	1.67413393673817	0.364750521330983	-0.327374228613263
train55	5.78145547512421	1.86077512748875	-1.24558617649693
train56	1.05334305598626	0.0809853539338371	0.471146104093016
train57	3.64881507550207	1.28439514264485	0.33421443933571
train58	0.371363347832554	0.00113764598658454	1.20964533024808
train59	-3.25738392481393	-1.36134273521741	2.44897664886085
train60	-0.81053145957701	-1.02361220915683	-0.376103455021286
train61	-3.02283669708171	-1.63799581974944	0.618237192331738
train62	1.5161139959312	-0.169187940864952	-1.01000217035681
train63	2.59762037062275	0.84139617938572	-0.279293633912785
train64	1.34131942334951	1.03118005570309	2.41698611420303
train65	0.195050550913063	-0.966594355503433	-1.46962570747038
train66	3.35098495772268	1.58850271329306	1.01244773284456
train67	1.71997655552611	0.320011573797443	-0.0604848772237361
train68	-3.00591890071848	-1.76631411860641	0.677608995189379
train69	3.36260460850304	0.43676697762965	-2.24335933876326
train70	3.65354551945349	1.03072840609335	-0.766884778816176
train71	2.86954238759997	1.19277143627159	0.630107112710835
train72	2.0575107789615	0.844786177065326	1.10562851169307
train73	0.00964363203563876	-0.761045164960104	-0.73324872967839
train74	-1.34094592255775	-1.12638673276653	0.39938259664343
train75	1.44930751672	0.00920691206054957	-0.546067307910579
train76	-4.14389842531243	-2.85312267673617	-0.851304296010122
train77	-1.28404350472227	-0.962984791363935	0.738022549554839
train78	3.24007844936606	1.34411651390804	0.94731760976153
train79	-1.55752950954673	-1.73503383804932	-0.658639817816024
train80	-1.32752613647089	-1.41164122255446	-0.831784355975688
