sample_id	G01	G02	G03	G04	G05	G06	G07	G08	G09	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24
discovery_1	-0.884346127992	-0.819050929827	-0.615925447081	-1.25368544652	-1.57789904374	-0.952565943806	-1.09295155278	-1.16826781332	-1.14896325186	-1.17006598183	-1.57097988843	-0.421407446795	-1.31766533419	-1.34336666174	-1.53689525424	-1.71398039553	-1.10039820582	-1.40364710142	-0.70146715845	-1.25147632389	-1.87823335794	-1.47386285485	-1.42053064749	-1.20535082545
discovery_2	1.20843275571	1.15286472509	1.83633204876	1.13453586076	0.858622566913	1.17340868976	1.76835997058	1.03992252814	0.851218488959	0.646864832664	0.943951162982	1.20903987152	0.811221869177	1.20059529271	0.978256096658	0.832895711957	1.02796456279	1.09798552508	0.251912035003	0.724641368371	0.901487604133	1.24157566467	0.600628413506	0.00202901891854
discovery_3	-0.752956381897	-1.32248760724	-1.86008174445	-1.7301253329	-1.46480655426	-1.9455232554	-1.78053339366	-1.72540017592	-1.14433059726	-1.33847953008	-1.53680811216	-2.06543468319	-0.950606946822	-0.611556398429	-0.611466067197	-0.431952928716	-0.773179710388	-0.363614011792	-0.854252351206	-0.653759498894	-0.306504577507	-0.608963855619	0.0626354005733	-0.20206814887
discovery_4	1.4680354775	0.882321978846	0.576960503745	0.948638899353	1.57175009908	1.54678972621	0.466444790792	0.931260295258	1.1077320633	1.04841720684	1.00555921328	0.488393227034	0.591269669057	0.871495067468	0.431643015809	-0.455980967433	0.886650346794	0.166747486154	0.896869083712	0.544681993109	0.0891936487483	0.452162799622	1.26227254003	0.594204175565
discovery_5	-1.36963964943	-0.768453924182	-0.899574115772	-0.987955901774	-0.313579494718	-0.922274425905	-0.405723116422	-0.407143580478	-0.63993446868	-0.83311918196	-0.485210485378	-0.347108525265	0.225938195331	0.491010655541	-0.198679041427	0.141012455995	0.283957978986	0.644719473061	0.633132724229	0.425364338697	0.215382995729	0.863037472	0.550402259424	0.286527873991
discovery_6	-0.614913681634	-0.749468002478	-0.710329997605	-1.05398327229	-0.685632122101	-0.440071777703	-0.55656050618	-0.804693320389	-2.1190877333	-1.45472458155	-0.603078072314	-1.16680000151	0.351059095277	0.614531261598	0.61649939653	0.302830177772	0.384150653674	0.484346370179	0.298363271699	0.265011586452	0.962726801051	0.138802581599	0.901933691084	0.211906263223
discovery_7	0.366606903016	0.832151579051	1.34500064091	1.17477527526	1.46588645723	0.0707327284589	0.550282690372	1.23906703505	1.26790208973	1.11262613581	-0.00849375686697	1.18477210445	-0.158504035517	0.544561414262	-0.580435894363	-0.0823869225098	-0.50179284637	0.284110796014	-0.273949286665	-0.722168032425	0.0921070585331	0.0902639811183	0.032128074858	0.0784701806503
discovery_8	0.866701438996	0.814012901676	0.462491320557	1.42078961335	0.887561266393	1.15920771195	0.467193885567	1.02549151777	0.12479212687	0.371343107632	0.0413398836792	1.02512741635	-1.45281122987	-1.56477503443	-1.49777336938	-1.04084651342	-1.49300678121	-0.86912702606	-0.480201486524	-1.02091264472	-1.26894488839	-0.684633815909	-0.932176709692	-0.795205330596
discovery_9	0.880887469726	0.50074424267	1.02096763016	1.08522991682	1.03581057346	0.834574678315	0.113046779177	1.50007135913	1.16897893532	0.420965039128	0.236570122339	0.978861862284	-0.147443544458	-0.0363830028851	-0.237798548661	0.506175631335	-0.447821034581	-0.98815193184	-0.0214041624415	-0.353698828673	-0.588796175653	-0.370262038782	-0.023093802427	-0.39525908053
discovery_10	-0.587648736185	-1.50196435326	-0.950726855848	-1.48506680666	-1.32699792557	-1.45846636728	-1.16637217792	-0.928555303645	-1.07885622118	-1.27217666987	-1.39050905349	-1.24062011592	0.0578552110425	0.224904134389	-0.170934496762	-0.113242880762	-0.190698135319	-0.0151214992051	0.347636790862	-0.552819266005	0.270495884208	-0.126294852916	-0.0292882105123	-0.0587046912898
