sample_id	G01	G02	G03	G04	G05	G06	G07	G08	G09	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24
replication_1	1.11809366469	1.21561153739	1.3931097837	2.00082144271	1.98191927838	1.64957932156	1.72561464226	1.47373328348	1.23287708339	1.48580120315	1.78033072718	1.83871145311	0.469164579219	0.774194419802	-0.00862582585361	0.760556807789	1.14551489646	0.0360168602611	0.731544829442	0.938254977525	0.595064058737	1.09528946609	0.773375221742	0.496115726168
replication_2	1.1379285888	0.623468013385	1.26200888094	1.35058706392	0.876037283395	0.786085486624	1.34557126578	1.2589105036	2.10355127286	1.04397440758	1.27596524383	1.59564246267	1.63558097472	1.62961350543	1.02759135255	1.87568941648	1.37332953069	1.94128277076	1.67163452026	1.69984843694	1.69627205786	1.64921591451	0.606853623259	1.03231534061
replication_3	0.238897699283	1.50395784205	0.89529924118	1.76356547188	0.576847711451	0.698274137859	0.619735676154	0.897872388914	0.582202183572	0.91763738868	1.53412829009	0.788230481444	1.22865100425	0.555815037876	0.804780769348	0.511918981854	0.714043762716	0.308464553756	0.187614637345	0.403143448565	0.55347237742	0.85380273426	0.855835311046	0.918233058131
replication_4	2.09523568636	1.51069318954	2.64998491858	1.54150974375	1.61546535835	1.72031273867	2.05998965811	2.07250008248	1.32450141499	1.5697074733	2.04279337411	1.90191199313	-1.84237628024	-1.55584318373	-1.64810904737	-0.997484139826	-1.29938587018	-1.68309052161	-1.50077201167	-1.06491807222	-1.22019067442	-1.4781152697	-1.45973844957	-1.55758996897
replication_5	1.25073815551	1.14791884792	1.24018009881	0.80754981162	2.15128501728	1.81650365865	1.23465717445	1.3508511464	1.40802798767	1.44078898281	1.63165750412	2.04775643391	-0.395972788588	-0.677235279378	-0.0603142453497	-0.101278104449	-0.708930267351	-0.359726525101	-0.846909721138	-0.363281709899	-0.273138876783	-0.0509132421161	-0.0682189860517	-1.17188491174
replication_6	0.301608417636	0.975696372289	0.1137127828	0.220160184572	0.395483521879	0.601034293794	0.47868579525	0.471678240305	0.573705310505	-0.14904573665	-0.424117627264	0.29652466331	-0.521446130424	-0.379058016453	-0.395284285968	-0.644629695219	0.0370511460098	-0.421248434031	-0.407121719343	-0.678583598967	-0.493706970569	-0.810138569431	-0.53576072137	-0.567157309143
replication_7	-1.32110519859	-1.2330636808	-0.821293925681	-1.29986132153	-0.73034346889	-0.936967767218	-0.786851676969	-1.68908959437	-1.76709148403	-1.19048662909	-1.20756311609	-1.0437284606	0.809808106869	1.18128782535	0.71885425029	0.772385202373	0.2348746417	0.555466510954	0.713829067734	0.80114699829	0.279023437801	0.986085979537	0.587596224316	0.431689241128
replication_8	-0.613397126286	-0.33338991843	-0.491667951397	-0.93714675961	-0.864357616126	-1.36995219063	-0.35306234215	-0.751813180442	-0.642217622544	-0.599116784945	-0.596444124393	-0.563253319843	-0.86064506703	-1.2563294854	-1.295919497	-1.43564151784	-0.914673429448	-1.41693062408	-1.24507890391	-0.750287167916	-0.988215281029	-1.3591587582	-1.26376135643	-1.11915984932
replication_9	1.27955384214	1.2657242056	1.46299455322	0.0578832869846	0.5896906943	0.925308784893	1.36949445687	0.484906701217	1.03043410328	0.996425889906	0.931456321494	0.867625938412	1.82048890776	1.50024736838	1.87584626439	1.66986595515	1.90160189918	2.23294275289	1.58343366923	1.94494219184	1.38477428863	1.43248621677	1.35603788889	1.77668294965
replication_10	0.575993094937	-0.0458436308304	-0.397653658321	-0.317196520161	0.245951119201	-0.0876447362963	-0.102532998014	1.1323535606	-0.435636400145	0.313131254728	0.736355626497	0.186628464316	0.841792468052	0.827026381871	0.923985735744	0.867294961729	1.40924237252	1.21395796097	0.543548723976	0.585630434039	0.619518971078	1.01620824475	0.765257392127	1.15825026066
